사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2020102400100515,2020년 10월 24일 18시,토요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,68세,상해없음,승용,여,70세,경상
2020102400100669,2020년 10월 24일 23시,토요일,서울특별시 강서구 방화동,중상사고,0,1,2,0,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,35세,상해없음,승용,남,62세,경상
2020102500100219,2020년 10월 25일 13시,일요일,서울특별시 강서구 공항동,경상사고,0,0,4,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,66세,상해없음,승용,여,31세,경상
2020102500100407,2020년 10월 25일 18시,일요일,서울특별시 강서구 화곡동,중상사고,0,1,0,0,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,흐림,교차로 - 교차로안,승용,남,62세,상해없음,보행자,여,62세,중상
2020102600100012,2020년 10월 26일 02시,월요일,서울특별시 강서구 화곡동,중상사고,0,1,0,0,차대차 - 기타,안전거리미확보,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,67세,상해없음,원동기,남,28세,중상
2020102600100041,2020년 10월 26일 06시,월요일,서울특별시 강서구 등촌동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,단일로 - 기타,승용,남,65세,상해없음,승합,남,56세,중상
2020102600100161,2020년 10월 26일 09시,월요일,서울특별시 강서구 개화동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,44세,상해없음,승용,남,41세,경상
2020102600100162,2020년 10월 26일 09시,월요일,서울특별시 강서구 등촌동,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,단일로 - 기타,승용,여,47세,상해없음,화물,남,84세,경상
2020102700100004,2020년 10월 27일 00시,화요일,서울특별시 강서구 마곡동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,개인형이동수단(PM),남,34세,경상,승용,남,65세,상해없음
2020102700100093,2020년 10월 27일 08시,화요일,서울특별시 강서구 외발산동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,50세,상해없음,승용,여,42세,경상
2020102700100131,2020년 10월 27일 09시,화요일,서울특별시 강서구 공항동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,59세,상해없음,승용,남,46세,경상
2020102700100213,2020년 10월 27일 11시,화요일,서울특별시 강서구 내발산동,경상사고,0,0,2,0,차대차 - 측면충돌,차로위반,포장 - 건조,맑음,단일로 - 기타,승용,여,52세,경상,승용,남,46세,경상
2020102700100442,2020년 10월 27일 17시,화요일,서울특별시 강서구 등촌동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,61세,상해없음,승용,남,60세,경상
2020102700100443,2020년 10월 27일 17시,화요일,서울특별시 강서구 내발산동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,자전거,남,39세,경상,승용,남,66세,상해없음
2020102800100003,2020년 10월 28일 00시,수요일,서울특별시 강서구 가양동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,49세,상해없음,보행자,여,21세,경상
2020102800100401,2020년 10월 28일 16시,수요일,서울특별시 강서구 화곡동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,개인형이동수단(PM),남,21세,상해없음,보행자,여,76세,중상
2020102800100601,2020년 10월 28일 20시,수요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,53세,상해없음,보행자,남,56세,경상
2020102800100628,2020년 10월 28일 21시,수요일,서울특별시 강서구 등촌동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,원동기,남,47세,상해없음,이륜,남,44세,경상
2020102800100629,2020년 10월 28일 21시,수요일,서울특별시 강서구 개화동,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,포장 - 건조,맑음,주차장 - 주차장,화물,남,58세,상해없음,화물,남,32세,경상
2020102900100110,2020년 10월 29일 08시,목요일,서울특별시 강서구 화곡동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,51세,상해없음,이륜,남,47세,경상
2020102900100148,2020년 10월 29일 09시,목요일,서울특별시 강서구 방화동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,여,21세,경상,승용,여,50세,상해없음
2020102900100336,2020년 10월 29일 14시,목요일,서울특별시 강서구 화곡동,중상사고,0,1,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,여,67세,경상,승용,여,59세,중상
2020102900100416,2020년 10월 29일 16시,목요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,33세,상해없음,보행자,남,16세,경상
2020102900100518,2020년 10월 29일 18시,목요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,이륜,남,38세,경상,승용,남,65세,상해없음
2020102900100695,2020년 10월 29일 22시,목요일,서울특별시 강서구 마곡동,경상사고,0,0,2,1,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,62세,경상,승용,남,31세,경상
2020103000100538,2020년 10월 30일 18시,금요일,서울특별시 강서구 공항동,중상사고,0,1,0,0,차대차 - 정면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,41세,상해없음,승용,남,72세,중상
2020103000100539,2020년 10월 30일 18시,금요일,서울특별시 강서구 공항동,중상사고,0,1,0,0,차대사람 - 보도통행중,기타,포장 - 건조,맑음,단일로 - 기타,화물,남,76세,상해없음,보행자,여,74세,중상
2020103100100004,2020년 10월 31일 00시,토요일,서울특별시 강서구 화곡동,경상사고,0,0,2,0,차대차 - 기타,불법유턴,포장 - 건조,맑음,단일로 - 기타,승용,남,39세,상해없음,승용,남,24세,경상
2020103100100073,2020년 10월 31일 06시,토요일,서울특별시 강서구 공항동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,55세,상해없음,승용,남,60세,경상
2020103100100337,2020년 10월 31일 14시,토요일,서울특별시 강서구 공항동,중상사고,0,2,0,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,30세,상해없음,승용,남,29세,중상
2020103100100412,2020년 10월 31일 16시,토요일,서울특별시 강서구 화곡동,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,이륜,남,66세,상해없음,승용,남,48세,경상
2020103100100490,2020년 10월 31일 18시,토요일,서울특별시 강서구 염창동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,36세,상해없음,보행자,여,49세,경상
2020103100100689,2020년 10월 31일 23시,토요일,서울특별시 강서구 가양동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,38세,상해없음,승용,남,43세,경상
2020110100100167,2020년 11월 1일 12시,일요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,포장 - 젖음/습기,비,단일로 - 기타,승용,남,44세,상해없음,보행자,남,58세,경상
2020110100100336,2020년 11월 1일 17시,일요일,서울특별시 강서구 오곡동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,23세,상해없음,승용,남,75세,경상
2020110200100002,2020년 11월 2일 00시,월요일,서울특별시 강서구 등촌동,경상사고,0,0,1,0,차대차 - 정면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,70세,상해없음,승용,남,69세,경상
2020110200100310,2020년 11월 2일 14시,월요일,서울특별시 강서구 개화동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,여,53세,상해없음,승용,남,37세,경상
2020110200100418,2020년 11월 2일 17시,월요일,서울특별시 강서구 가양동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,52세,상해없음,승용,남,26세,경상
2020110200100473,2020년 11월 2일 18시,월요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,61세,상해없음,보행자,남,18세,경상
2020110200100589,2020년 11월 2일 20시,월요일,서울특별시 강서구 방화동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,50세,상해없음,승용,남,34세,경상
2020110200100638,2020년 11월 2일 22시,월요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,흐림,교차로 - 교차로부근,승용,남,38세,상해없음,승용,남,39세,경상
2020110300100199,2020년 11월 3일 10시,화요일,서울특별시 강서구 화곡동,중상사고,0,1,0,0,차대차 - 기타,기타,포장 - 건조,맑음,단일로 - 기타,승용,남,34세,상해없음,이륜,남,51세,중상
2020110300100403,2020년 11월 3일 16시,화요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,40세,상해없음,승용,여,53세,경상
2020110300100505,2020년 11월 3일 18시,화요일,서울특별시 강서구 등촌동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,30세,상해없음,승용,여,61세,경상
2020110300100574,2020년 11월 3일 19시,화요일,서울특별시 강서구 방화동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,흐림,교차로 - 교차로부근,승용,여,32세,상해없음,승용,남,46세,경상
2020110300100681,2020년 11월 3일 23시,화요일,서울특별시 강서구 마곡동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,52세,상해없음,보행자,남,44세,중상
2020110400100003,2020년 11월 4일 00시,수요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,여,68세,상해없음,승용,남,59세,경상
2020110400100089,2020년 11월 4일 08시,수요일,서울특별시 강서구 방화동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,36세,상해없음,보행자,여,63세,중상
2020110400100237,2020년 11월 4일 11시,수요일,서울특별시 강서구 내발산동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,기타,교차로 - 교차로안,승용,여,48세,기타불명,승용,여,58세,경상
2020110500100065,2020년 11월 5일 07시,목요일,서울특별시 강서구 마곡동,경상사고,0,0,1,0,차대사람 - 기타,신호위반,포장 - 건조,맑음,단일로 - 기타,건설기계,남,49세,상해없음,보행자,남,66세,경상
2020110500100096,2020년 11월 5일 08시,목요일,서울특별시 강서구 공항동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,28세,상해없음,승용,남,53세,경상
2020110500100171,2020년 11월 5일 10시,목요일,서울특별시 강서구 화곡동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,32세,상해없음,보행자,남,79세,중상
2020110500100172,2020년 11월 5일 10시,목요일,서울특별시 강서구 마곡동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,화물,남,58세,상해없음,화물,남,35세,경상
2020110500100291,2020년 11월 5일 14시,목요일,서울특별시 강서구 화곡동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,77세,상해없음,이륜,남,35세,경상
2020110500100292,2020년 11월 5일 14시,목요일,서울특별시 강서구 화곡동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,25세,상해없음,승용,남,30세,경상
2020110500100362,2020년 11월 5일 16시,목요일,서울특별시 강서구 공항동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,74세,경상,승합,남,60세,상해없음
2020110500100446,2020년 11월 5일 18시,목요일,서울특별시 강서구 가양동,경상사고,0,0,2,1,차대차 - 정면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,이륜,남,46세,부상신고,승용,남,42세,경상
2020110500100563,2020년 11월 5일 20시,목요일,서울특별시 강서구 화곡동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,이륜,남,30세,상해없음,보행자,여,46세,중상
2020110500100596,2020년 11월 5일 21시,목요일,서울특별시 강서구 등촌동,중상사고,0,1,0,0,차대차 - 정면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,38세,상해없음,이륜,남,25세,중상
2020110600100126,2020년 11월 6일 09시,금요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,자전거,남,71세,경상,승용,남,59세,상해없음
2020110600100206,2020년 11월 6일 12시,금요일,서울특별시 강서구 마곡동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,53세,상해없음,승용,여,30세,부상신고
2020110600100262,2020년 11월 6일 14시,금요일,서울특별시 강서구 마곡동,경상사고,0,0,3,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,64세,상해없음,승용,여,58세,경상
2020110600100293,2020년 11월 6일 15시,금요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승합,남,29세,상해없음,원동기,남,33세,경상
2020110600100335,2020년 11월 6일 16시,금요일,서울특별시 강서구 마곡동,경상사고,0,0,1,0,차대사람 - 보도통행중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,53세,상해없음,보행자,여,22세,경상
2020110600100571,2020년 11월 6일 21시,금요일,서울특별시 강서구 화곡동,경상사고,0,0,2,0,차대차 - 측면충돌,차로위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,40세,상해없음,승용,남,23세,경상
2020110700100004,2020년 11월 7일 00시,토요일,서울특별시 강서구 화곡동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,승용,남,19세,경상
2020110700100040,2020년 11월 7일 02시,토요일,서울특별시 강서구 방화동,경상사고,0,0,3,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,기타,단일로 - 기타,화물,남,59세,상해없음,승용,남,48세,경상
2020110700100050,2020년 11월 7일 03시,토요일,서울특별시 강서구 마곡동,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,60세,상해없음,승용,남,62세,경상
2020110700100119,2020년 11월 7일 09시,토요일,서울특별시 강서구 등촌동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,64세,상해없음,보행자,남,46세,경상
2020110700100138,2020년 11월 7일 10시,토요일,서울특별시 강서구 화곡동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,화물,남,44세,상해없음,자전거,남,75세,중상
2020110700100226,2020년 11월 7일 12시,토요일,서울특별시 강서구 화곡동,중상사고,0,2,0,0,차대차 - 기타,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,이륜,남,31세,상해없음,승용,남,59세,중상
2020110700100229,2020년 11월 7일 12시,토요일,서울특별시 강서구 화곡동,경상사고,0,0,2,0,차대차 - 후진중충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,34세,상해없음,승용,남,67세,경상
2020110800100293,2020년 11월 8일 15시,일요일,서울특별시 강서구 오곡동,경상사고,0,0,1,0,차대차 - 기타,중앙선침범,포장 - 건조,맑음,단일로 - 기타,화물,남,57세,상해없음,승용,남,50세,경상
2020110800100517,2020년 11월 8일 21시,일요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,53세,상해없음,보행자,남,30세,경상
2020110900100058,2020년 11월 9일 07시,월요일,서울특별시 강서구 등촌동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,39세,경상,승용,남,60세,상해없음
2020110900100423,2020년 11월 9일 16시,월요일,서울특별시 강서구 화곡동,중상사고,0,1,0,0,차대사람 - 차도통행중,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,63세,상해없음,보행자,남,78세,중상
2020110900100679,2020년 11월 9일 23시,월요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,59세,상해없음,보행자,남,46세,경상
2020111000100190,2020년 11월 10일 10시,화요일,서울특별시 강서구 공항동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,기타 - 기타,화물,남,54세,상해없음,승용,여,42세,경상
2020111000100420,2020년 11월 10일 16시,화요일,서울특별시 강서구 염창동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,37세,상해없음,보행자,남,71세,경상
2020111000100535,2020년 11월 10일 18시,화요일,서울특별시 강서구 화곡동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,남,56세,상해없음,보행자,남,76세,중상
2020111100100267,2020년 11월 11일 12시,수요일,서울특별시 강서구 방화동,경상사고,0,0,1,0,차대사람 - 횡단중,기타,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,37세,상해없음,보행자,여,34세,경상
2020111100100689,2020년 11월 11일 21시,수요일,서울특별시 강서구 화곡동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,66세,상해없음,승용,남,24세,경상
2020111100100717,2020년 11월 11일 22시,수요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,기타,단일로 - 기타,승용,남,28세,상해없음,이륜,남,22세,경상
2020111100100718,2020년 11월 11일 22시,수요일,서울특별시 강서구 마곡동,중상사고,0,1,1,0,차대차 - 정면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,개인형이동수단(PM),남,19세,경상,자전거,여,27세,중상
2020111200100007,2020년 11월 12일 00시,목요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,원동기,여,28세,상해없음,승용,남,61세,경상
2020111200100110,2020년 11월 12일 08시,목요일,서울특별시 강서구 화곡동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,61세,상해없음,승용,여,59세,경상
2020111200100151,2020년 11월 12일 09시,목요일,서울특별시 강서구 가양동,중상사고,0,1,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,44세,상해없음,승용,여,50세,중상
2020111200100190,2020년 11월 12일 10시,목요일,서울특별시 강서구 외발산동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,57세,기타불명,승용,남,46세,경상
2020111200100212,2020년 11월 12일 11시,목요일,서울특별시 강서구 화곡동,중상사고,0,1,0,0,차대차 - 기타,신호위반,포장 - 건조,맑음,기타 - 기타,승용,남,26세,상해없음,자전거,남,77세,중상
2020111200100313,2020년 11월 12일 14시,목요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대차 - 기타,기타,포장 - 건조,맑음,단일로 - 기타,승용,남,50세,경상,승용,남,66세,상해없음
2020111200100573,2020년 11월 12일 19시,목요일,서울특별시 강서구 화곡동,중상사고,0,1,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,이륜,남,17세,상해없음,원동기,남,24세,경상
2020111200100663,2020년 11월 12일 22시,목요일,서울특별시 강서구 화곡동,중상사고,0,1,0,0,차대차 - 기타,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,여,53세,상해없음,이륜,남,18세,중상
2020111200100684,2020년 11월 12일 23시,목요일,서울특별시 강서구 마곡동,중상사고,0,1,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,55세,상해없음,승용,남,28세,중상
2020111300100300,2020년 11월 13일 14시,금요일,서울특별시 강서구 마곡동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,59세,상해없음,이륜,남,39세,중상
2020111300100365,2020년 11월 13일 16시,금요일,서울특별시 강서구 염창동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,67세,상해없음,승용,남,40세,경상
2020111300100408,2020년 11월 13일 17시,금요일,서울특별시 강서구 방화동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,원동기,남,31세,부상신고,승용,남,64세,상해없음
2020111300100409,2020년 11월 13일 17시,금요일,서울특별시 강서구 마곡동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,43세,상해없음,승용,여,49세,경상
2020111300100534,2020년 11월 13일 19시,금요일,서울특별시 강서구 공항동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,28세,상해없음,승용,남,39세,경상
2020111300100616,2020년 11월 13일 21시,금요일,서울특별시 강서구 등촌동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,개인형이동수단(PM),남,27세,경상,승용,남,39세,상해없음
2020111300100617,2020년 11월 13일 21시,금요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,37세,상해없음,원동기,남,25세,경상
2020111400100067,2020년 11월 14일 04시,토요일,서울특별시 강서구 염창동,경상사고,0,0,3,1,차대차 - 기타,차로위반,포장 - 건조,맑음,단일로 - 기타,승용,남,73세,부상신고,승용,남,23세,경상
2020111400100077,2020년 11월 14일 05시,토요일,서울특별시 강서구 화곡동,중상사고,0,1,0,0,차대차 - 정면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,원동기,남,73세,상해없음,원동기,여,59세,중상
2020111400100090,2020년 11월 14일 06시,토요일,서울특별시 강서구 방화동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,자전거,여,59세,경상,화물,남,58세,상해없음
2020111400100091,2020년 11월 14일 06시,토요일,서울특별시 강서구 내발산동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,65세,상해없음,승용,남,33세,경상
2020111400100135,2020년 11월 14일 09시,토요일,서울특별시 강서구 내발산동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,38세,상해없음,보행자,여,83세,경상
2020111400100162,2020년 11월 14일 10시,토요일,서울특별시 강서구 개화동,중상사고,0,1,0,0,차대차 - 측면충돌,기타,포장 - 건조,맑음,기타 - 기타,기타불명,기타불명,미분류,기타불명,자전거,남,66세,중상
2020111400100163,2020년 11월 14일 10시,토요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,35세,상해없음,보행자,여,13세,경상
2020111400100283,2020년 11월 14일 13시,토요일,서울특별시 강서구 방화동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,이륜,남,50세,상해없음,보행자,남,32세,경상
2020111400100495,2020년 11월 14일 18시,토요일,서울특별시 강서구 마곡동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,30세,상해없음,승용,남,27세,경상
2020111400100568,2020년 11월 14일 20시,토요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대차 - 기타,기타,포장 - 건조,맑음,교차로 - 교차로안,승용,남,50세,상해없음,이륜,남,21세,경상
2020111500100411,2020년 11월 15일 20시,일요일,서울특별시 강서구 마곡동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,36세,상해없음,이륜,남,42세,경상
2020111500100412,2020년 11월 15일 20시,일요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,44세,상해없음,보행자,여,5세,경상
2020111500100413,2020년 11월 15일 20시,일요일,서울특별시 강서구 등촌동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,23세,상해없음,승용,남,32세,경상
2020111500100447,2020년 11월 15일 22시,일요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,이륜,남,40세,경상,승용,남,27세,상해없음
2020111600100489,2020년 11월 16일 18시,월요일,서울특별시 강서구 등촌동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,이륜,남,36세,상해없음,보행자,여,80세,중상
2020111600100593,2020년 11월 16일 20시,월요일,서울특별시 강서구 화곡동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,화물,남,49세,상해없음,보행자,남,68세,중상
2020111700100015,2020년 11월 17일 01시,화요일,서울특별시 강서구 화곡동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,59세,상해없음,보행자,여,48세,중상
2020111700100132,2020년 11월 17일 09시,화요일,서울특별시 강서구 화곡동,경상사고,0,0,2,0,차대차 - 기타,차로위반,포장 - 건조,맑음,단일로 - 기타,승용,남,60세,상해없음,승용,남,51세,경상
